units,RC_node_type,sr,lr,input_scaling,connectivity,activation,mu,learning_rate
5,IPESN,0.6830651173407305,0.7740854816297533,0.2513252377675749,0.01,tanh,0.1,0.0022702608040701578
5,ESN,0.20921546324469245,0.7239185001166248,0.19989320444645736,0.2,tanh,,
