units,RC_node_type,sr,lr,input_scaling,connectivity,activation,mu,learning_rate
5,ESN,0.521551987112448,0.3496651845736546,0.2513252377675749,0.01,tanh,,
5,IPESN,1.0587947616592763,0.2794212662868001,0.13667205080640635,0.2,tanh,0.0,6.751383304677267e-05
