units,RC_node_type,sr,lr,input_scaling,connectivity,activation,mu,learning_rate
5,IPESN,0.1353935354433443,0.8841314087033789,0.4696028760509595,0.01,tanh,0.1,0.0004986937543631676
5,IPESN,0.5323138876250698,0.24107812906523737,1.4462573792355626,0.2,tanh,0.2,0.0023527316734255925
