max_timesteps_for_cae_padding,original_feature_dim (N_MFCC),start_cae_training_time,end_cae_training_time,cae_training_time,cae_latent_dim,macs_cae,n_params_cae,start_hp_search_time,end_hp_search_time,rc_hp_search_time,start_mlp_latent_reconstructor_training_time,end_mlp_latent_reconstructor_training_time,final_mlp_latent_reconstructor_training_time,macs_mlp_readout,n_params_mlp_readout,anomaly_threshold_on_latent_error,true_positive,true_negative,false_positive,false_negative,auc_score,pauc_score,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1,normal_precision,normal_recall,normal_f1,anomaly_precision,anomaly_recall,anomaly_f1,asset_name,n_rc_layers,model_architecture,n_params_total_trained_approx,L1_units,L1_RC_node_type,L1_sr,L1_lr,L1_input_scaling,L1_connectivity,L1_activation,L2_units,L2_RC_node_type,L2_sr,L2_lr,L2_input_scaling,L2_connectivity,L2_activation,L2_mu,L2_learning_rate,mlp_model_size_bytes
563,13,1748389450.42051,1748389452.5003362,2.0798261165618896,8,2690577,4779,1748389452.800785,1748389670.7873826,217.98659753799438,1748389779.63626,1748389781.5039544,1.86769437789917,2240,2296,0.24021822834410073,53,48,52,47,0.5535,0.4863157894736842,0.505,0.5050125313283208,0.505,0.5046904315196998,0.5050125313283208,0.505,0.5046904315196998,0.5052631578947369,0.48,0.4923076923076923,0.5047619047619047,0.53,0.5170731707317073,ToyDrone,2,CAE_PyTorch_RC_MLP_LatentReconstruction,7075,50,ESN,0.5413806440485514,0.30740742500990637,0.3841304406076348,0.5,sigmoid,50,IPESN,0.8266520178730692,1.0,0.14422455371252138,0.5,tanh,0.0,6.751383304677267e-05,81372
