units,RC_node_type,sr,lr,input_scaling,connectivity,activation
25,ESN,0.5390843048992874,0.546136610787362,0.2513252377675749,0.5,sigmoid
5,ESN,0.8301733101351665,0.6046240954425475,0.13667205080640635,0.01,tanh
