units,RC_node_type,sr,lr,input_scaling,connectivity,activation,mu,learning_rate
25,IPESN,0.5390843048992874,0.5416135724635762,0.2513252377675749,0.5,sigmoid,0.2,2.699606552195954e-05
5,ESN,0.8266520178730692,0.6047332200648874,0.20199142262673403,0.5,tanh,,
