units,RC_node_type,sr,lr,input_scaling,connectivity,activation,mu,learning_rate
25,IPESN,0.7360568930420114,0.4373465678235756,0.2513252377675749,0.5,tanh,0.1,0.0018067318689967973
5,IPESN,0.20921546324469245,0.678853348893512,0.19139159511356785,0.5,tanh,0.0,0.0025445824797816026
