max_timesteps_for_cae_padding,original_feature_dim_N_MFCC,cae_training_time_seconds,start_cae_training_time,end_cae_training_time,cae_latent_dim,macs_cae,n_params_cae,cae_encoding_time_seconds,start_cae_encoding_time,end_cae_encoding_time,RC_L1_units,RC_L1_RC_node_type,RC_L1_sr,RC_L1_lr,RC_L1_input_scaling,RC_L1_connectivity,RC_L1_activation,RC_L1_mu,RC_L1_learning_rate,final_mlp_training_time_seconds,start_final_mlp_training_time,end_final_mlp_training_time,mlp_model_size_bytes,macs_mlp_readout,n_params_mlp_readout,final_mlp_reconstruction_time_seconds,start_final_mlp_reconstruction_time,end_final_mlp_reconstruction_time,anomaly_threshold_on_latent_error,true_positive,true_negative,false_positive,false_negative,auc_score,pauc_score,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1,normal_precision,normal_recall,normal_f1,anomaly_precision,anomaly_recall,anomaly_f1,asset_name,n_rc_layers,model_architecture,n_params_total_trained_approx,cae_model_size_bytes
188,13,2.244784116744995,1748557492.8149755,1748557495.0597596,8,898452,4779,0.2292885780334472,1748557495.0627637,1748557495.292052,5,IPESN,0.6803809256966551,0.9371243375959886,0.2513252377675749,0.01,sigmoid,0.0,0.0022702608040701,17.285118103027344,1748557495.34234,1748557512.627458,36844,800,856,0.0010395050048828,1748557512.6372864,1748557512.638326,1.0147771630545763,12,96,4,88,0.4735,0.5305263157894737,0.54,0.6358695652173914,0.54,0.4414764448761534,0.6358695652173912,0.54,0.4414764448761534,,,,,,,ToyNscale,1,CAE_PyTorch_RC_MLP_LatentReconstruction (TrainCAE_MLP_LoadRC_HPs),5635,23655
