max_timesteps_for_cae_padding,original_feature_dim (N_MFCC),start_cae_training_time,end_cae_training_time,cae_training_time,cae_latent_dim,macs_cae,n_params_cae,start_hp_search_time,end_hp_search_time,rc_hp_search_time,start_mlp_latent_reconstructor_training_time,end_mlp_latent_reconstructor_training_time,final_mlp_latent_reconstructor_training_time,macs_mlp_readout,n_params_mlp_readout,anomaly_threshold_on_latent_error,true_positive,true_negative,false_positive,false_negative,auc_score,pauc_score,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1,normal_precision,normal_recall,normal_f1,anomaly_precision,anomaly_recall,anomaly_f1,asset_name,n_rc_layers,model_architecture,n_params_total_trained_approx,L1_units,L1_RC_node_type,L1_sr,L1_lr,L1_input_scaling,L1_connectivity,L1_activation,L2_units,L2_RC_node_type,L2_sr,L2_lr,L2_input_scaling,L2_connectivity,L2_activation,L2_mu,L2_learning_rate,mlp_model_size_bytes
563,13,1748214812.85646,1748214814.9700704,2.11361026763916,8,2690577,4779,1748214815.2637467,1748215733.4409866,918.177239894867,1748215827.811808,1748215827.9250615,0.11325335502624512,800,856,1.2198148203170822,50,51,49,50,0.5314000000000001,0.5294736842105263,0.505,0.5050005000500051,0.505,0.5049876246906173,0.5050005000500051,0.505,0.5049876246906172,0.504950495049505,0.51,0.5074626865671642,0.5050505050505051,0.5,0.5025125628140703,ToyDrone,2,CAE_PyTorch_RC_MLP_LatentReconstruction,5635,5,ESN,0.6889736686259773,0.18144267066077968,0.19594488244047625,0.5,sigmoid,5,IPESN,0.3905455676399016,0.43860295321650444,0.05260510436726445,0.5,sigmoid,0.1,0.0020819958755619586,28076
