units,RC_node_type,sr,lr,input_scaling,connectivity,activation,mu,learning_rate
5,ESN,0.6889736686259773,0.18144267066077968,0.19594488244047625,0.5,sigmoid,,
5,IPESN,0.3905455676399016,0.43860295321650444,0.05260510436726445,0.5,sigmoid,0.1,0.0020819958755619586
