R2,RMSE,Train Time,Predict Time,Total Time,startTrainTime,endTrainTime,startPredictTime,endPredictTime,Trainable Params,Trainable Params THOP,MACs,Best setting
0.2709483504295349,46.55487992121296,13.998917818069458,0.0025088787078857,14.003599166870115,1747761678.4868302,1747761692.485748,1747761692.4879203,1747761692.4904294,314241,314241.0,318.016K,FD004
