R2,RMSE,Train Time,Predict Time,Total Time,startTrainTime,endTrainTime,startPredictTime,endPredictTime,Trainable Params,Trainable Params THOP,MACs,Best setting
0.7902483940124512,18.958636128525388,8.64891242980957,0.0012061595916748,8.652270078659058,1747761385.8734045,1747761394.5223167,1747761394.5244682,1747761394.5256743,319361,319361.0,323.136K,FD003
