R2,RMSE,Train Time,Predict Time,Total Time,startTrainTime,endTrainTime,startPredictTime,endPredictTime,Trainable Params,Trainable Params THOP,MACs,Best setting
0.5512617826461792,36.025299157971894,14.312169790267944,0.0026271343231201,14.317002058029177,1747761369.149929,1747761383.4620988,1747761383.464304,1747761383.466931,314241,314241.0,318.016K,FD002
