R2,RMSE,Train Time,Predict Time,Total Time,startTrainTime,endTrainTime,startPredictTime,endPredictTime,Trainable Params,Trainable Params THOP,MACs,Best setting
0.776814877986908,19.63190181033811,12.216660022735596,0.0012209415435791,12.220062017440796,1747761354.5059984,1747761366.7226584,1747761366.7248394,1747761366.7260604,322433,322433.0,326.208K,FD001
