final_mlp_training_time,true_positive,true_negative,false_positive,false_negative,auc_score,pauc_score,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1,normal_precision,normal_recall,normal_f1,anomaly_precision,anomaly_recall,anomaly_f1,hp_search_time,model_name,n_model_parameters_readout,n_model_parameters_total
1.7644262313842773,11,91,10,88,0.49974997499749974,0.5100562687847732,0.51,0.5160947060388401,0.506050605060506,0.4166666666666667,0.5160175578611333,0.51,0.41900000000000004,0.5083798882681564,0.900990099009901,0.65,0.5238095238095238,0.1111111111111111,0.18333333333333332,222.71342754364014,AENet_Aggregated_MLP,5773,5773
