max_timesteps_for_cae_padding,original_feature_dim_N_MFCC,cae_training_time_seconds,start_cae_training_time,end_cae_training_time,cae_latent_dim,macs_cae,n_params_cae,cae_encoding_time_seconds,start_cae_encoding_time,end_cae_encoding_time,RC_L1_units,RC_L1_RC_node_type,RC_L1_sr,RC_L1_lr,RC_L1_input_scaling,RC_L1_connectivity,RC_L1_activation,RC_L1_mu,RC_L1_learning_rate,RC_L2_units,RC_L2_RC_node_type,RC_L2_sr,RC_L2_lr,RC_L2_input_scaling,RC_L2_connectivity,RC_L2_activation,RC_L2_mu,RC_L2_learning_rate,final_mlp_training_time_seconds,start_final_mlp_training_time,end_final_mlp_training_time,mlp_model_size_bytes,macs_mlp_readout,n_params_mlp_readout,final_mlp_reconstruction_time_seconds,start_final_mlp_reconstruction_time,end_final_mlp_reconstruction_time,anomaly_threshold_on_latent_error,true_positive,true_negative,false_positive,false_negative,auc_score,pauc_score,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1,normal_precision,normal_recall,normal_f1,anomaly_precision,anomaly_recall,anomaly_f1,asset_name,n_rc_layers,model_architecture,n_params_total_trained_approx
313,13,2.2070963382720947,1748557698.820141,1748557701.0272374,8,1495827,4779,0.28933048248291016,1748557701.031235,1748557701.3205655,25,IPESN,1.3392427957304085,0.4853285907183744,1.0927737203522483,0.01,tanh,0.0,0.0001184272950568,5,ESN,0.6365240009767388,0.3841255309346837,0.6930449567013738,0.2,tanh,,,39.450148582458496,1748557701.382294,1748557740.8324425,33196,800,856,0.0005965232849121094,1748557740.8384607,1748557740.8390572,1.608930175372449,42,58,42,58,0.5136999999999999,0.48368421052631577,0.5,0.5,0.5,0.4967793880837359,0.5,0.5,0.4967793880837359,,,,,,,fan,2,CAE_PyTorch_RC_MLP_LatentReconstruction (TrainCAE_MLP_LoadRC_HPs),5635
