final_mlp_training_time,start_final_mlp_train,end_final_mlp_train,prediction_time,start_prediction_time,end_prediction_time,anomaly_threshold,true_positive,true_negative,false_positive,false_negative,auc_score,pauc_score,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1,normal_precision,normal_recall,normal_f1,anomaly_precision,anomaly_recall,anomaly_f1,best_hps_origin
1.0888316631317139,1748202479.7007954,1748202480.789627,0.0014274120330810547,1748202480.7896504,1748202480.7910779,0.03612371444250687,41,77,23,59,0.6464,0.5721052631578948,0.59,0.6034007352941176,0.59,0.576271186440678,0.6034007352941176,0.59,0.576271186440678,0.5661764705882353,0.77,0.652542372881356,0.640625,0.41,0.5,Vacuum (2)
