units,RC_node_type,sr,lr,input_scaling,connectivity,activation
50,ESN,0.36052586549547083,0.2328168429146304,0.9230542141715096,0.47823370835918977,tanh
50,ESN,0.7904898245317165,0.24525780905228733,0.211771708282105,0.40805554978022324,tanh
