units,RC_node_type,sr,lr,input_scaling,connectivity,activation,mu,learning_rate
50,IPESN,0.4871707841433681,0.9928080489416706,1.2296859464476688,0.06539431521245104,tanh,0.04915291417162439,6.117589788974625e-05
50,ESN,0.8377553715990067,0.1,1.6217619136000279,0.03288062348184642,tanh,,
