units,RC_node_type,sr,lr,input_scaling,connectivity,activation,mu,learning_rate
50,IPESN,0.20159787044391045,0.1839258788412791,0.1754037364503476,0.2467410151257058,tanh,0.01605748475616786,0.004709906099693828
50,ESN,0.16764715520583254,0.5325020207541251,1.7842302211599625,0.2722713421362582,tanh,,
