units,RC_node_type,sr,lr,input_scaling,connectivity,activation,mu,learning_rate
50,IPESN,0.7315590602286616,0.14061661447432253,1.0671326196342787,0.01,tanh,0.04341796658860342,1.9592339243085874e-05
500,ESN,0.31689141445423075,0.6063929332053424,0.46784569956150873,0.45460209214770103,tanh,,
