units,RC_node_type,sr,lr,input_scaling,connectivity,activation
5,ESN,0.28037212263563555,0.640865893910951,0.14566183584781123,0.19173468803784643,tanh
50,ESN,0.6534893822722005,0.25202207077761063,0.8395954222389779,0.18827080885140435,sigmoid
