units,RC_node_type,sr,lr,input_scaling,connectivity,activation,mu,learning_rate
50,ESN,0.14259074001217184,0.48373984457118313,0.26935259707979087,0.43151246344522787,tanh,,
5,IPESN,0.1120216388928415,0.39463291103188736,0.20306208226131142,0.3431109290961807,tanh,0.12551148751078536,0.00021685269365652728
