units,RC_node_type,sr,lr,input_scaling,connectivity,activation,mu,learning_rate
50,ESN,0.4974474542212401,1.0,0.19793472799774714,0.09566655174874442,tanh,,
50,IPESN,0.4758712823489887,0.554269000298443,0.6378789549054416,0.07000625514614252,tanh,0.015479516786257053,9.323691388892843e-05
