max_timesteps_for_cae_padding,original_feature_dim_N_MFCC,cae_training_time_seconds,start_cae_training_time,end_cae_training_time,cae_latent_dim,macs_cae,n_params_cae,cae_encoding_time_seconds,start_cae_encoding_time,end_cae_encoding_time,RC_L1_units,RC_L1_RC_node_type,RC_L1_sr,RC_L1_lr,RC_L1_input_scaling,RC_L1_connectivity,RC_L1_activation,RC_L1_mu,RC_L1_learning_rate,final_mlp_training_time_seconds,start_final_mlp_training_time,end_final_mlp_training_time,mlp_model_size_bytes,macs_mlp_readout,n_params_mlp_readout,final_mlp_reconstruction_time_seconds,start_final_mlp_reconstruction_time,end_final_mlp_reconstruction_time,anomaly_threshold_on_latent_error,true_positive,true_negative,false_positive,false_negative,auc_score,pauc_score,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1,normal_precision,normal_recall,normal_f1,anomaly_precision,anomaly_recall,anomaly_f1,asset_name,n_rc_layers,model_architecture,n_params_total_trained_approx,cae_model_size_bytes
563,13,2.326738119125366,1748557429.8370888,1748557432.163827,8,2690577,4779,0.2442233562469482,1748557432.1668074,1748557432.4110308,5,IPESN,0.2092154632446924,0.9066781434119662,0.1386380133883079,0.2,tanh,0.1,0.0025445824797816,38.446850299835205,1748557432.4658127,1748557470.912663,36844,800,856,0.0007269382476806,1748557470.921124,1748557470.921851,0.1772099568714392,54,48,52,46,0.5422,0.5068421052631579,0.51,0.5100361300682457,0.51,0.5095586027424682,0.5100361300682457,0.51,0.5095586027424681,,,,,,,ToyDrone,1,CAE_PyTorch_RC_MLP_LatentReconstruction (TrainCAE_MLP_LoadRC_HPs),5635,23641
