max_timesteps_for_cae_padding,original_feature_dim (N_MFCC),start_cae_training_time,end_cae_training_time,cae_training_time,cae_latent_dim,macs_cae,n_params_cae,start_hp_search_time,end_hp_search_time,rc_hp_search_time,start_mlp_latent_reconstructor_training_time,end_mlp_latent_reconstructor_training_time,final_mlp_latent_reconstructor_training_time,macs_mlp_readout,n_params_mlp_readout,anomaly_threshold_on_latent_error,true_positive,true_negative,false_positive,false_negative,auc_score,pauc_score,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1,normal_precision,normal_recall,normal_f1,anomaly_precision,anomaly_recall,anomaly_f1,asset_name,n_rc_layers,model_architecture,n_params_total_trained_approx,L1_units,L1_RC_node_type,L1_sr,L1_lr,L1_input_scaling,L1_connectivity,L1_activation,L1_mu,L1_learning_rate,L2_units,L2_RC_node_type,L2_sr,L2_lr,L2_input_scaling,L2_connectivity,L2_activation,L2_mu,L2_learning_rate,mlp_model_size_bytes
313,13,1748213034.4759755,1748213036.5511036,2.0751280784606934,8,1495827,4779,1748213036.8953102,1748213545.8097265,508.9144163131714,1748213599.711937,1748213600.6131456,0.9012086391448975,800,856,0.6980815096689488,3,119,8,70,0.4747060726998167,0.4885579821628281,0.61,0.4511784511784512,0.4890518822133535,0.41229656419529837,0.49936026936026934,0.61,0.5043309222423147,0.6296296296296297,0.937007874015748,0.7531645569620253,0.2727272727272727,0.0410958904109589,0.07142857142857142,bandsaw,2,CAE_PyTorch_RC_MLP_LatentReconstruction,5635,25,IPESN,0.26862053901092153,0.19665434236337564,0.484029242941314,0.5,sigmoid,0.1,1.683231015491552e-05,5,IPESN,1.2515779908371396,0.4893880617169577,0.5527348742573759,0.01,tanh,0.1,0.0001554560874793896,46876
