max_timesteps_for_cae_padding,original_feature_dim (N_MFCC),start_cae_training_time,end_cae_training_time,cae_training_time,cae_latent_dim,macs_cae,n_params_cae,start_hp_search_time,end_hp_search_time,rc_hp_search_time,start_mlp_latent_reconstructor_training_time,end_mlp_latent_reconstructor_training_time,final_mlp_latent_reconstructor_training_time,macs_mlp_readout,n_params_mlp_readout,anomaly_threshold_on_latent_error,true_positive,true_negative,false_positive,false_negative,auc_score,pauc_score,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1,normal_precision,normal_recall,normal_f1,anomaly_precision,anomaly_recall,anomaly_f1,asset_name,n_rc_layers,model_architecture,n_params_total_trained_approx,L1_units,L1_RC_node_type,L1_sr,L1_lr,L1_input_scaling,L1_connectivity,L1_activation,L2_units,L2_RC_node_type,L2_sr,L2_lr,L2_input_scaling,L2_connectivity,L2_activation,mlp_model_size_bytes
313,13,1748214230.011778,1748214232.0583284,2.0465502738952637,8,1495827,4779,1748214232.398165,1748214727.3996403,495.0014753341675,1748214777.9711466,1748214778.9192584,0.9481117725372314,800,856,1.2462279099651499,4,97,4,95,0.48354835483548353,0.49526531600528473,0.505,0.5026041666666667,0.5004000400040004,0.36844119804790915,0.5026302083333334,0.505,0.37137794647698635,0.5052083333333334,0.9603960396039604,0.6621160409556314,0.5,0.04040404040404041,0.07476635514018691,shaker,2,CAE_PyTorch_RC_MLP_LatentReconstruction,5635,25,ESN,0.5390843048992874,0.546136610787362,0.2513252377675749,0.5,sigmoid,5,ESN,0.8301733101351665,0.6046240954425475,0.13667205080640635,0.01,tanh,48252
