max_timesteps_for_cae_padding,original_feature_dim (N_MFCC),start_cae_training_time,end_cae_training_time,cae_training_time,cae_latent_dim,macs_cae,n_params_cae,start_hp_search_time,end_hp_search_time,rc_hp_search_time,start_mlp_latent_reconstructor_training_time,end_mlp_latent_reconstructor_training_time,final_mlp_latent_reconstructor_training_time,macs_mlp_readout,n_params_mlp_readout,anomaly_threshold_on_latent_error,true_positive,true_negative,false_positive,false_negative,auc_score,pauc_score,accuracy,macro_avg_precision,macro_avg_recall,macro_avg_f1,weighted_avg_precision,weighted_avg_recall,weighted_avg_f1,normal_precision,normal_recall,normal_f1,anomaly_precision,anomaly_recall,anomaly_f1,asset_name,n_rc_layers,model_architecture,n_params_total_trained_approx,L1_units,L1_RC_node_type,L1_sr,L1_lr,L1_input_scaling,L1_connectivity,L1_activation,L1_mu,L1_learning_rate,L2_units,L2_RC_node_type,L2_sr,L2_lr,L2_input_scaling,L2_connectivity,L2_activation,mlp_model_size_bytes
313,13,1748210212.9477642,1748210215.002871,2.0551068782806396,8,1495827,4779,1748210215.3596313,1748210655.9739192,440.61428785324097,1748210709.1992805,1748210709.7074423,0.5081617832183838,800,856,1.4900266414362915,8,95,5,92,0.5814999999999999,0.5221052631578947,0.515,0.5617030028794735,0.515,0.4018069131386636,0.5617030028794735,0.515,0.4018069131386637,0.5080213903743316,0.95,0.662020905923345,0.6153846153846154,0.08,0.14159292035398233,gearbox,2,CAE_PyTorch_RC_MLP_LatentReconstruction,5635,25,IPESN,0.5390843048992874,0.5416135724635762,0.2513252377675749,0.5,sigmoid,0.2,2.699606552195954e-05,5,ESN,0.8266520178730692,0.6047332200648874,0.20199142262673403,0.5,tanh,37500
